2.564	2.187
2.572	2.812
2.580	3.375
2.585	3.812
2.593	4.250
2.600	4.812
2.605	5.500
2.612	6.187
2.621	7.375
2.628	8.250
2.635	9.062
2.641	9.937
2.648	10.875
2.653	11.812
2.657	12.500
2.662	13.500
2.666	14.312
2.671	15.063
2.677	16.188
2.686	17.125
2.690	18.250
2.698	19.437
2.704	20.500
2.708	21.250
2.713	22.125
2.717	23.625
2.727	24.938
2.730	26.188
2.737	27.438
2.744	28.750
2.747	29.375
2.750	29.938
